row_id,invoice_type,invoice_date,customer_code,customer_name,order_code,account_detail,subtotal,tax,total_amount
301.0,فاکتور فروش,1403/10/09,09/094,شیوا امواج,شیوا امواج - ‏_x001F_29158,403J/01103,251905631.0,25190563.1,277096194.1
302.0,فاکتور فروش,1403/10/09,09/094,شیوا امواج,شیوا امواج - 29169,403J/01088,253657406.2,25365740.7,279023146.9
303.0,فاکتور فروش,1403/10/09,09/094,شیوا امواج,شیوا امواج - ‏_x001F_29154,403J/01103,123020949.8,12302095.0,135323044.8
304.0,فاکتور فروش,1403/10/11,09/101,افزار آزما,افزار آزما - 29267,403J/01141,384605000.0,38460500.0,423065500.0
305.0,فاکتور فروش,1403/10/12,09/038,فاراتل,فاراتل  - ‏_x001F_29285,403J/01142,114344480.0,11434448.0,126922372.8
306.0,فاکتور فروش,1403/10/12,09/489,الکترونیک کاران,الکترونیک کاران - 29333,403J/01157,50834800.0,5083480.0,56426628.0
307.0,فاکتور فروش,1403/10/13,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29325,403J/01153,379720200.0,37972020.0,417692220.0
308.0,فاکتور فروش,1403/10/13,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29324,403J/01153,226676872.5,22667687.3,249344559.8
309.0,فاکتور فروش,1403/10/13,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29323,403J/01153,152663400.0,15266340.0,167929740.0
310.0,فاکتور فروش,1403/10/13,09/370,شرکت نیما الکترونیک آریا,رایا صنعت - 29295,403J/01144,337655731.2,33765573.1,374912606.9
311.0,فاکتور فروش,1403/10/13,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29329,403J/01153,79488500.0,7948850.0,87437350.0
312.0,فاکتور فروش,1403/10/13,09/370,شرکت نیما الکترونیک آریا,رایا صنعت - 29297,403J/01144,13843276.0,1384327.6,15477603.6
313.0,فاکتور فروش,1403/10/17,09/038,فاراتل,فاراتل  - ‏_x001F_29274,403J/01142,242076880.0,24207688.0,268705336.8
314.0,فاکتور فروش,1403/10/17,09/489,الکترونیک کاران,الکترونیک کاران - 29334,403J/01157,420914500.0,42091450.0,467215095.0
315.0,فاکتور فروش,1403/10/18,09/094,شیوا امواج,شیوا امواج - ‏_x001F_29122,403J/01103,6817514.4,681751.4,7499265.8
316.0,فاکتور فروش,1403/10/18,09/038,فاراتل,فاراتل  - ‏_x001F_29279,403J/01142,44543368.0,4454336.8,49443138.5
317.0,فاکتور فروش,1403/10/19,09/113,کاوندیش سیستم,کاوندیش سیستم - ‏_x001F_29242,403J/01127,3705834.2,370583.4,4076417.6
318.0,فاکتور فروش,1403/10/20,09/556,پارس آسمان رو سپند,پارس آسمان روسپند - 29260,403J/01136,5974590.9,597459.1,6572050.0
319.0,فاکتور فروش,1403/10/20,09/370,شرکت نیما الکترونیک آریا,رایا صنعت - 29299,403J/01144,95346196.0,9534619.6,105834277.6
320.0,فاکتور فروش,1403/10/20,09/094,شیوا امواج,شیوا امواج - ‏_x001F_29160,403J/01103,980602500.0,98060250.0,1078662750.0
321.0,فاکتور فروش,1403/10/22,09/552,نیکو الکترونیک پیشرو,نیکو الکترونیک پیشرو - 29233,403N/03/025,478850000.0,47885000.0,526735000.0
322.0,فاکتور فروش,1403/10/24,09/552,نیکو الکترونیک پیشرو,نیکو الکترونیک پیشرو - 29232,403N/03/025,169592000.0,16959200.0,186551200.0
323.0,فاکتور فروش,1403/10/26,09/595,توزیع ابزار آروا,توزیع ابزار آروا - 29385,403N/03/030,39669351000.0,3966935100.0,43636286100.0
324.0,فاکتور فروش,1403/10/26,09/489,الکترونیک کاران,الکترونیک کاران - 29332,403J/01157,390306500.0,39030650.0,433240215.0
325.0,فاکتور فروش,1403/10/26,09/489,الکترونیک کاران,الکترونیک کاران - 29343,403J/01161,17462500.0,1746250.0,19458750.0
326.0,فاکتور فروش,1403/10/27,09/038,فاراتل,فاراتل  - ‏_x001F_29281,403J/01142,16292920.0,1629292.0,18172212.0
327.0,فاکتور فروش,1403/10/27,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29327,403J/01153,223474458.8,22347445.9,245821904.7
328.0,فاکتور فروش,1403/11/01,09/489,الکترونیک کاران,الکترونیک کاران - 29342,403J/01161,245080000.0,24508000.0,272038800.0
329.0,فاکتور فروش,1403/11/01,09/593,شرکت به بران تجارت نیکان,به بران تجارت نیکان - ‏_x001F_29249,403J/01128,361323835.2,36132383.5,401737088.7
330.0,فاکتور فروش,1403/11/01,09/593,شرکت به بران تجارت نیکان,به بران تجارت نیکان - ‏_x001F_29249,403J/01128,79351700.0,7935170.0,87286870.0
331.0,فاکتور فروش,1403/11/02,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29363,403J/01165,92493175.5,9249317.5,101742493.0
332.0,فاکتور فروش,1403/11/02,09/090,نیان الکترونیک,نیان الکترونیک - 29309,403J/01149,55231715.0,5523171.5,60754886.5
333.0,فاکتور فروش,1403/11/02,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,274452500.0,27445250.0,301897750.0
334.0,فاکتور فروش,1403/11/04,09/552,نیکو الکترونیک پیشرو,نیکو الکترونیک پیشرو - 29231,403N/03/025,598560000.0,59856000.0,658416000.0
335.0,فاکتور فروش,1403/11/06,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29358,403J/01165,206810057.2,20681005.7,227491062.9
336.0,فاکتور فروش,1403/11/06,09/038,فاراتل,فاراتل  - ‏_x001F_29288,403J/01142,31137837.6,3113783.8,34606165.7
337.0,فاکتور فروش,1403/11/08,09/596,بیستون کویر یزد,,پروژه عمومی,4167188475.0,416718847.5,4583907322.5
338.0,فاکتور فروش,1403/11/08,09/489,الکترونیک کاران,الکترونیک کاران - 29343,403J/01161,428646000.0,42864600.0,475797060.0
339.0,فاکتور فروش,1403/11/10,09/090,نیان الکترونیک,نیان الکترونیک - 29310,403J/01149,69306640.0,6930664.0,76237304.0
340.0,فاکتور فروش,1403/11/10,09/090,نیان الکترونیک,نیان الکترونیک - 29313,403J/01149,63294865.0,6329486.5,69624351.5
341.0,فاکتور فروش,1403/11/10,09/090,نیان الکترونیک,نیان الکترونیک - 29317,403J/01149,63289080.0,6328908.0,69617988.0
342.0,فاکتور فروش,1403/11/10,09/090,نیان الکترونیک,نیان الکترونیک - 29318,403J/01149,5516050.0,551605.0,6067655.0
343.0,فاکتور فروش,1403/11/10,09/083,سازه پویش,سازه پویش - 829,403J/01173,15988265.0,1598826.5,17837091.5
344.0,فاکتور فروش,1403/11/10,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,213045000.0,21304500.0,234349500.0
345.0,فاکتور فروش,1403/11/14,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29350,403J/01165,118836500.0,11883650.0,130720150.0
346.0,فاکتور فروش,1403/11/15,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29362,403J/01165,36739000.0,3673900.0,40412900.0
347.0,فاکتور فروش,1403/11/16,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29359,403J/01165,127592000.0,12759200.0,140351200.0
348.0,فاکتور فروش,1403/11/16,09/038,فاراتل,فاراتل  - 29341,403J/01160,25912770.0,2591277.0,28763174.7
349.0,فاکتور فروش,1403/11/16,09/038,فاراتل,فاراتل  - 29340,403J/01160,14001585.0,1400158.5,15651743.5
350.0,فاکتور فروش,1403/11/17,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29360,403J/01165,339308600.0,33930860.0,373239460.0
351.0,فاکتور فروش,1403/11/20,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29354,403J/01165,320773723.7,32077372.4,352851096.1
352.0,فاکتور فروش,1403/11/23,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29355,403J/01165,256928000.0,25692800.0,282620800.0
353.0,فاکتور فروش,1403/11/23,09/090,نیان الکترونیک,نیان الکترونیک - 29311,403J/01149,74001565.0,7400156.5,81401721.5
354.0,فاکتور فروش,1403/11/23,09/090,نیان الکترونیک,نیان الکترونیک - 29308,403J/01149,118970970.0,11897097.0,130868067.0
355.0,فاکتور فروش,1403/11/23,09/090,نیان الکترونیک,نیان الکترونیک - 29315,403J/01149,128033166.8,12803316.7,140836483.5
356.0,فاکتور فروش,1403/11/27,09/083,سازه پویش,سازه پویش - 830,403J/01179,6000000.0,600000.0,6850000.0
357.0,فاکتور فروش,1403/12/04,09/094,شیوا امواج,شیوا امواج - 29376,403J/01154,1013085000.0,101308500.0,1114393500.0
358.0,فاکتور فروش,1403/12/05,09/518,پایا الکترونیک دنیای نوین,,پروژه عمومی,17900000.0,1790000.0,19690000.0
359.0,فاکتور فروش,1403/12/07,09/089,مهندسی مهاران,مهندسی مهاران - 29409,403J/01170,56215693.0,5621569.3,61837262.3
360.0,فاکتور فروش,1403/12/07,09/089,مهندسی مهاران,مهندسی مهاران - 29407,403J/01170,49090140.0,4909014.0,53999154.0
361.0,فاکتور فروش,1403/12/07,09/089,مهندسی مهاران,مهندسی مهاران - 29401,403J/01170,25989412.0,2598941.2,28588353.2
362.0,فاکتور فروش,1403/12/07,09/089,مهندسی مهاران,مهندسی مهاران - 29400,403J/01170,29141130.0,2914113.0,32055243.0
363.0,فاکتور فروش,1403/12/07,09/089,مهندسی مهاران,مهندسی مهاران - 29403,403J/01170,77835849.0,7783584.9,85619433.9
364.0,فاکتور فروش,1403/12/07,09/593,شرکت به بران تجارت نیکان,به بران تجارت نیکان - ‏_x001F_29249,403J/01128,345554373.8,34555437.4,380109811.2
365.0,فاکتور فروش,1403/12/11,09/094,شیوا امواج,شیوا امواج - 29378,403J/01154,94729000.0,9472900.0,104201900.0
366.0,فاکتور فروش,1403/12/11,09/094,شیوا امواج,شیوا امواج - 29365,403J/01154,192583700.0,19258370.0,211842070.0
367.0,فاکتور فروش,1403/12/11,09/094,شیوا امواج,شیوا امواج - 29366,403J/01154,650603400.0,65060340.0,715663740.0
368.0,فاکتور فروش,1403/12/18,09/094,شیوا امواج,شیوا امواج - 29370,403J/01154,243756000.0,24375600.0,268131600.0
369.0,فاکتور فروش,1403/12/18,09/094,شیوا امواج,شیوا امواج - 29373,403J/01154,251992500.0,25199250.0,277191750.0
370.0,فاکتور فروش,1403/12/18,09/094,شیوا امواج,شیوا امواج - 29381,403J/01154,204268500.0,20426850.0,224695350.0
371.0,فاکتور فروش,1403/12/19,09/090,نیان الکترونیک,نیان الکترونیک - 29395,403J/01169,34288854.0,3428885.4,37717739.4
372.0,فاکتور فروش,1403/12/19,09/090,نیان الکترونیک,نیان الکترونیک - 29397,403J/01169,51534290.0,5153429.0,56687719.0
373.0,فاکتور فروش,1403/12/19,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,6289243198.0,628924319.8,6918167517.8
374.0,فاکتور فروش,1403/12/25,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,8381750.0,838175.0,9219925.0
375.0,صورت‌حساب برگشت از فروش,1403/12/25,09/595,توزیع ابزار آروا,,پروژه عمومی,-39669351000.0,-3966935100.0,-43636286100.0
376.0,فاکتور فروش,1403/12/25,09/595,توزیع ابزار آروا,,پروژه عمومی,39669351000.0,3966935100.0,43636286100.0
377.0,فاکتور فروش,1403/12/27,09/101,افزار آزما,افزار آزما - 29417,403J/01176,268786700.0,26878670.0,295665370.0
378.0,فاکتور فروش,1403/12/27,09/090,نیان الکترونیک,نیان الکترونیک - 29315,403J/01149,1646533.2,164653.3,1811186.5
379.0,فاکتور فروش,1403/12/27,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,6919240000.0,691924000.0,7611164000.0
380.0,فاکتور فروش,1404/01/19,09/489,الکترونیک کاران,الکترونیک کاران - 29428,403J/01181,21026500.0,2102650.0,23379150.0
381.0,فاکتور فروش,1404/03/12,09/083,سازه پویش,سازه پویش - 29449,403J/01191,149227366.4,14922736.6,164150103.0
382.0,فاکتور فروش,1404/03/28,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,11592275000.0,1159227500.0,12751502500.0
383.0,فاکتور فروش,1404/03/30,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,621580000.0,62158000.0,683738000.0
384.0,فاکتور فروش,1404/04/18,09/094,شیوا امواج,شیوا امواج - 29384,403J/01154,908821104.0,90882110.4,999703214.4
385.0,فاکتور فروش,1404/04/23,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29441,403J/01186,176672400.0,17667240.0,194339640.0
386.0,فاکتور فروش,1404/04/26,09/083,سازه پویش,سازه پویش - 29449,403J/01191,123292467.2,12329246.7,135621713.9
387.0,فاکتور فروش,1404/04/26,09/083,سازه پویش,سازه پویش - 29449,403J/01191,31648736.0,3164873.6,34813609.6
388.0,فاکتور فروش,1404/04/27,09/083,سازه پویش,,پروژه عمومی,69902425.6,6990242.6,76892668.2
389.0,فاکتور فروش,1404/04/28,09/094,شیوا امواج,شیوا امواج - 29384,403J/01154,1156591980.0,115659198.0,1272251178.0
390.0,فاکتور فروش,1404/04/28,09/083,سازه پویش,سازه پویش - 833,404J/01205,96322240.2,9632224.0,105954464.2
391.0,فاکتور فروش,1404/04/29,09/083,سازه پویش,سازه پویش - 29449,403J/01191,145859392.0,14585939.2,160445331.2
392.0,فاکتور فروش,1404/04/30,09/083,سازه پویش,سازه پویش - 29449,403J/01191,165123840.0,16512384.0,181636224.0
393.0,فاکتور فروش,1404/04/30,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29442,403J/01186,135718000.0,13571800.0,149289800.0
394.0,فاکتور فروش,1404/04/31,09/113,کاوندیش سیستم,کاوندیش سیستم - 29454,403J/01192,45854511.5,4585451.2,50439962.7
395.0,فاکتور فروش,1404/04/31,09/113,کاوندیش سیستم,کاوندیش سیستم - 29418,403J/01177,51661212.0,5166121.2,56827333.2
396.0,فاکتور فروش,1404/04/31,09/083,سازه پویش,سازه پویش - 29449,403J/01191,192644480.0,19264448.0,211908928.0
397.0,فاکتور فروش,1404/04/31,09/113,کاوندیش سیستم,کاوندیش سیستم - 29452,403J/01192,56713544.0,5671354.4,62384898.4
398.0,فاکتور فروش,1404/05/01,09/083,سازه پویش,سازه پویش - 29449,403J/01191,181636224.0,18163622.4,199799846.4
399.0,فاکتور فروش,1404/05/04,09/083,سازه پویش,سازه پویش - 29449,403J/01191,198148608.0,19814860.8,217963468.8
400.0,فاکتور فروش,1404/05/05,09/083,سازه پویش,سازه پویش - 29449,403J/01191,26695020.8,2669502.1,29364522.9
401.0,فاکتور فروش,1404/05/06,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29448,403J/01190,223241353.6,22324135.4,245565489.0
402.0,فاکتور فروش,1404/05/22,09/038,فاراتل,فاراتل  - 29416,403J/01175,15456640.0,1545664.0,17252304.0
403.0,فاکتور فروش,1404/05/22,09/038,فاراتل,فاراتل  - 29415,403J/01175,20502710.0,2050271.0,22802981.0
404.0,فاکتور فروش,1404/05/22,09/038,فاراتل,فاراتل  - 29414,403J/01175,8534645.6,853464.6,9638110.2
405.0,فاکتور فروش,1404/05/22,09/038,فاراتل,فاراتل  - 29450,403J/01187,106233800.0,10623380.0,117919518.0
406.0,فاکتور فروش,1404/05/22,09/038,فاراتل,فاراتل  - 29413,403J/01175,10401870.8,1040187.1,11692057.9
407.0,فاکتور فروش,1404/05/22,09/038,فاراتل,فاراتل  - 29451,403J/01187,84777809.6,8477780.9,94095116.3
408.0,فاکتور فروش,1404/05/22,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29457,404J/01193,618582709.6,61858271.0,680440980.6
409.0,فاکتور فروش,1404/05/23,09/090,نیان الکترونیک,نیان الکترونیک - 29470,404J/01200,54997930.0,5499793.0,60497723.0
410.0,فاکتور فروش,1404/05/23,09/090,نیان الکترونیک,نیان الکترونیک - 29472,404J/01200,44793440.0,4479344.0,49272784.0
411.0,فاکتور فروش,1404/05/23,09/113,کاوندیش سیستم,کاوندیش سیستم - 29436,403J/01184,75492176.0,7549217.6,83041393.6
412.0,فاکتور فروش,1404/05/31,09/094,شیوا امواج,شیوا امواج - 29382,403J/01154,880953100.0,88095310.0,969048410.0
413.0,فاکتور فروش,1404/05/31,09/094,شیوا امواج,شیوا امواج - 29384,403J/01154,375504529.5,37550453.0,413054982.5
414.0,فاکتور فروش,1404/05/31,09/094,شیوا امواج,شیوا امواج - 29374,403J/01154,580592066.0,58059206.6,638651272.6
415.0,فاکتور فروش,1404/06/01,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29455,404J/01193,352951619.1,35295161.9,388246781.0
416.0,فاکتور فروش,1404/06/01,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29482,403J/01186,300413500.0,30041350.0,330454850.0
417.0,فاکتور فروش,1404/06/01,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29457,404J/01193,89301140.5,8930114.1,98231254.6
418.0,فاکتور فروش,1404/06/01,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29438,403J/01186,3052232.1,305223.2,3357455.3
419.0,فاکتور فروش,1404/06/01,09/090,نیان الکترونیک,نیان الکترونیک - 29475,404J/01201,441925593.8,44192559.4,486118153.2
420.0,فاکتور فروش,1404/06/01,09/090,نیان الکترونیک,نیان الکترونیک - 29473,404J/01201,858518988.0,85851898.8,944370886.8
421.0,فاکتور فروش,1404/06/11,09/090,نیان الکترونیک,نیان الکترونیک - 29475,404J/01201,272484778.2,27248477.8,299733256.0
422.0,فاکتور فروش,1404/06/11,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,26650000.0,2665000.0,29315000.0
423.0,فاکتور فروش,1404/06/15,09/243,تابا الکترونیک,تابا الکترونیک  - 29479,404J/01204,165850080.0,16585008.0,191717208.0
424.0,فاکتور فروش,1404/06/15,09/593,شرکت به بران تجارت نیکان,به بران تجارت نیکان - ‏_x001F_29249,403J/01128,343487477.9,34348747.8,385519395.7
425.0,فاکتور فروش,1404/06/18,09/243,تابا الکترونیک,تابا الکترونیک  - 29479,404J/01204,537101240.0,53710124.0,594818464.0
426.0,فاکتور فروش,1404/06/24,09/566,آنیک الکترونیک کویر یزد,آنیک الکترونیک کویر یزد - 29459,404J/01193,250517452.0,25051745.2,275569197.2
427.0,فاکتور فروش,1404/06/25,09/243,تابا الکترونیک,تابا الکترونیک  - 29480,404J/01204,625970680.0,62597068.0,688567748.0
428.0,فاکتور فروش,1404/06/25,09/113,کاوندیش سیستم,کاوندیش سیستم - 29453,403J/01192,34175200.0,3417520.0,37592720.0
429.0,فاکتور فروش,1404/06/26,09/038,فاراتل,فاراتل  - 29477,404J/01203,22736155.0,2273615.5,25237132.1
430.0,فاکتور فروش,1404/06/26,09/038,فاراتل,فاراتل  - 29412,403J/01175,148581260.0,14858126.0,164925198.6
431.0,فاکتور فروش,1404/07/06,09/113,کاوندیش سیستم,کاوندیش سیستم - 29487,404J/01209,108537188.0,10853718.8,119390906.8
432.0,فاکتور فروش,1404/07/06,09/113,کاوندیش سیستم,کاوندیش سیستم - 29490,404J/01209,127279977.0,12727997.7,140007974.7
433.0,فاکتور فروش,1404/07/06,09/113,کاوندیش سیستم,کاوندیش سیستم - 29491,404J/01209,124025076.0,12402507.6,136427583.6
434.0,فاکتور فروش,1404/07/06,09/038,فاراتل,فاراتل  - 29476,404J/01202,180329542.7,18032954.3,203231180.5
435.0,فاکتور فروش,1404/07/06,09/038,فاراتل,فاراتل  - 29478,404J/01203,26847075.0,2684707.5,29800253.3
436.0,فاکتور فروش,1404/07/24,09/083,سازه پویش,سازه پویش - 29520,404J/01213,100350000.0,10035000.0,111388500.0
437.0,فاکتور فروش,1404/08/06,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,11362680000.0,1136268000.0,12500000000.0
438.0,فاکتور فروش,1404/08/06,09/101,افزار آزما,افزار آزما - 29502,404J/01210,90462400.0,9046240.0,99508640.0
439.0,فاکتور فروش,1404/08/10,09/566,آنیک الکترونیک کویر یزد,,پروژه عمومی,4027503000.0,402750300.0,4430253300.0
440.0,فاکتور فروش,1404/08/15,09/566,آنیک الکترونیک کویر یزد,,پروژه عمومی,2667912000.0,266791200.0,2934703200.0
441.0,فاکتور فروش,1404/08/30,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,17675000.0,1767500.0,19442500.0
442.0,فاکتور فروش,1404/09/03,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,977315000.0,97731500.0,1075046500.0
443.0,فاکتور فروش,1404/09/04,09/552,نیکو الکترونیک پیشرو,نیکو الکترونیک پیشرو - 3502,پروژه عمومی,1062100000.0,106210000.0,1177980000.0
444.0,فاکتور فروش,1404/09/15,09/566,آنیک الکترونیک کویر یزد,,پروژه عمومی,3224274000.0,322427400.0,3546701400.0
445.0,فاکتور فروش,1404/09/20,09/566,آنیک الکترونیک کویر یزد,,پروژه عمومی,3177112000.0,317711200.0,3494823200.0
446.0,فاکتور فروش,1404/09/30,09/552,نیکو الکترونیک پیشرو,,پروژه عمومی,20157000.0,2015700.0,22172700.0
447.0,فاکتور فروش,1404/10/04,09/552,نیکو الکترونیک پیشرو,مهرصنعت دیار نون - 3503,404N/06/052,7808160000.0,780816000.0,8588976000.0
448.0,فاکتور فروش,1404/10/18,09/038,فاراتل,فاراتل  - 29476,404J/01202,306538807.3,30653880.7,337192688.0
451.0,فاکتور فروش,1404/10/30,09/742,شرکت مهندسی الکا آریا,,پروژه عمومی,3759210000.0,375921000.0,4135131000.0
,,,,,,,0.0,0.0,0.0
